,library,function,line,file
5805,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,239,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5806,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,242,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5807,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection.load,AttackResultsCollection.load,248,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5808,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection.load,AttackResultsCollection.load,257,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5809,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,272,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5810,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,273,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5811,tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,275,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5812,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,281,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5813,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,282,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5814,tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,284,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5815,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,290,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5816,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,296,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5817,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,302,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5818,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,308,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5819,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,314,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5820,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,331,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5821,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,342,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5822,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults.load,AttackResults.load,348,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5823,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,356,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\data_structures_test.py
5824,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,105,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py
5825,tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,128,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py
5826,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,136,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py
5827,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,137,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py
5828,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,144,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py
5829,tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_by_epochs,privacy_report.plot_by_epochs,151,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py
5830,tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_privacy_vs_accuracy,privacy_report.plot_privacy_vs_accuracy,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py
5831,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults.load,AttackResults.load,162,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py
5832,tensorflow_privacy.privacy.membership_inference_attack.plotting.plot_roc_curve,plotting.plot_roc_curve,197,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\example.py
5833,tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss,log_loss,32,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation.py
5834,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,86,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation.py
5835,tensorflow_privacy.privacy.membership_inference_attack.utils_tensorboard.write_results_to_tensorboard,write_results_to_tensorboard,94,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation.py
5836,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,121,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation.py
5837,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,126,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation.py
5838,tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation.MembershipInferenceCallback,MembershipInferenceCallback,65,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_example.py
5839,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,68,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_example.py
5840,tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation.run_attack_on_keras_model,run_attack_on_keras_model,85,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_example.py
5841,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_example.py
5842,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,91,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_example.py
5843,tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation.calculate_losses,keras_evaluation.calculate_losses,38,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_test.py
5844,tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation.calculate_losses,keras_evaluation.calculate_losses,43,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_test.py
5845,tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation.run_attack_on_keras_model,keras_evaluation.run_attack_on_keras_model,50,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_test.py
5846,tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,56,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\keras_evaluation_test.py
5847,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,29,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5848,tensorflow_privacy.privacy.membership_inference_attack.models.LogisticRegressionAttacker,models.LogisticRegressionAttacker,39,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5849,tensorflow_privacy.privacy.membership_inference_attack.models.MultilayerPerceptronAttacker,models.MultilayerPerceptronAttacker,41,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5850,tensorflow_privacy.privacy.membership_inference_attack.models.RandomForestAttacker,models.RandomForestAttacker,43,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5851,tensorflow_privacy.privacy.membership_inference_attack.models.KNearestNeighborsAttacker,models.KNearestNeighborsAttacker,45,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5852,tensorflow_privacy.privacy.membership_inference_attack.models.create_attacker_data,models.create_attacker_data,50,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5853,tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,63,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5854,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,65,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5855,tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,78,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5856,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,80,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5857,tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,93,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5858,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,95,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5859,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,141,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5860,tensorflow_privacy.privacy.membership_inference_attack.dataset_slicing.get_single_slice_specs,get_single_slice_specs,142,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5861,tensorflow_privacy.privacy.membership_inference_attack.dataset_slicing.get_slice,get_slice,145,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5862,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5863,tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,164,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py
5864,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,16,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5865,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5866,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,27,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5867,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._run_attack,mia._run_attack,33,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5868,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._run_attack,mia._run_attack,39,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5869,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._run_attack,mia._run_attack,45,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5870,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._run_attack,mia._run_attack,51,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5871,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,52,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5872,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._run_attack,mia._run_attack,60,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5873,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5874,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5875,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,70,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5876,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,74,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5877,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._get_accuracy,mia._get_accuracy,81,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5878,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._get_accuracy,mia._get_accuracy,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5879,tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._get_accuracy,mia._get_accuracy,84,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack_test.py
5880,tensorflow_privacy.privacy.membership_inference_attack.models.TrainedAttacker,models.TrainedAttacker,13,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py
5881,tensorflow_privacy.privacy.membership_inference_attack.models.LogisticRegressionAttacker,models.LogisticRegressionAttacker,18,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py
5882,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py
5883,tensorflow_privacy.privacy.membership_inference_attack.models.create_attacker_data,models.create_attacker_data,24,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py
5884,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,29,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py
5885,tensorflow_privacy.privacy.membership_inference_attack.models.create_attacker_data,models.create_attacker_data,34,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py
5886,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,45,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py
5887,tensorflow_privacy.privacy.membership_inference_attack.models.create_attacker_data,models.create_attacker_data,50,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\models_test.py
5888,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,24,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5889,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,25,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5890,tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,27,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5891,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,33,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5892,tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,34,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5893,tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,36,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5894,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,41,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5895,tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,43,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
5896,tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,49,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\vijay-khanna\data-science-on-aws-sagemaker\07_train\wip\privacy\tensorflow_privacy\privacy\membership_inference_attack\privacy_report_test.py
